äa	f. poss. pron. her; {dit es äa Rock - this is her dress}. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4a	äa	Ehr	http://example.org/lexicon#S%C4%93_Ehr
schneiw	alert, observant, sharp. 	https://ereimer.net/plautdietsch/pddefns.htm#schneiw	schneiw	_
Schneppeldüak	n. handkerchief. 	https://ereimer.net/plautdietsch/pddefns.htm#Schneppeld%C3%BCak	Schneppeldüak	_
schneppre	to whittle; to snoop. 	https://ereimer.net/plautdietsch/pddefns.htm#schneppre	schneppre	_
schnerre	loud, ripping sound. 	https://ereimer.net/plautdietsch/pddefns.htm#schnerre	schnerre	sneren	http://example.org/lexicon#Heek_sneren
_	_	_	schnerre	sneren	http://example.org/lexicon#sneren
Schnerts	f. (pl: e) diarrhea. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnerts	Schnerts	_
Schnetje	f. biscuits. scones, crumpets (see Mennonite Cookbook). 	https://ereimer.net/plautdietsch/pddefns.htm#Schnetje	Schnetje	_
Schnett	m. (pl: Schnäd) a cut, a slice. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnett	Schnett	_
Schnett habe	to be afraid, cowardly. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnett%20habe	Schnett	_
_	_	_	habe	hėbben	http://example.org/lexicon#%28%C4%93%C4%93n%29_an%E2%80%99e_Stripp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%28dat%29_%C3%BCnner_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%28dat%29_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%28dor%29_nix_mit_t%C5%8D_d%C5%8D%C5%8Dn_h%C4%97bben_w%C3%BCllen
_	_	_	habe	hėbben	http://example.org/lexicon#%28dor%29_recht_%28in%29_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%28ni%29_h%C4%97bben_w%C3%BCllen
_	_	_	habe	hėbben	http://example.org/lexicon#%28s%C5%8D%29_an_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%28wat%29_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C3%A2ll%7C%C3%A2llns_sien_Schick_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C3%BCmmer_t%C5%8D_Hand_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%93%C4%93n_%C3%BCnner_Wind_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%93%C4%93n_an%E2%80%99e_R%C8%AB%C8%ABv_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%93%C4%93n_op%E2%80%99n_Kieker_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_%C4%96nn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_%C5%8C%C5%8D%C4%9F_op_%C4%93%C4%93n_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_Bever_in%E2%80%99e_B%C3%BCx_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_Brett_v%C3%B6r%E2%80%99n_Kopp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_Knacks_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_Mal%C8%AB%C8%ABr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_N%C3%A2rren_an_wat_freten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_Piek_op_%E2%80%A6_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C4%97n_St%C4%93%C4%93n_in%E2%80%99t_Brett_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%C5%8D%C5%8Dk_mit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%E2%80%A6_an_hatt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#%E2%80%A6_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Dee%C7%A7_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Dusel_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Eier_%C3%BCnner_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Fiduuz_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Go%E1%B8%83en_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Grips_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Hand_un_F%C5%8D%C5%8Dt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Klei_%C3%BCnner_de_F%C8%AB%C8%ABt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Last_mit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Lust_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Macken_h%C4%97bben_an%E2%80%99t_Lief%7Cin%E2%80%99_Kopp
_	_	_	habe	hėbben	http://example.org/lexicon#Mal%C8%AB%C8%ABr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Oort_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Plie_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#R%C3%B6tten_op%E2%80%99n_B%C3%B6hn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Schiet_an_de_Hack_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Schock_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Sott_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#Tiet_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#achter_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#al_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#an%E2%80%99_Band_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#an%E2%80%99t%7Can%E2%80%99_Band_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#an%E2%80%99t_Lief_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#an_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#bi%E2%80%99n_Krips_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#bi%E2%80%99n_Krogen_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#bi_de_Hand_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#d%C4%97n_Kopp_ni_dort%C5%8D_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#d%C4%97n_Kopp_ni_dorto_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#d%C4%97n_R%C3%BCch_t%C5%8D_Streev_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_%C3%A2r%C4%9F_op_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_%C3%B6ver%E2%80%99n_Kopp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_Leit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_Leit_in%E2%80%99e_Hand_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_Muul_open_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_Reg%C4%93%C4%93r_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_S%C4%97ggen_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_afs%C4%93hn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_dormit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_hild_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_hitt_%C3%BCnner_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_ielig_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_m%C4%93hr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_mit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_ni_mit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_op_%C4%93%C4%93n_afs%C4%93hn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dat_riekli_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#de_Hannen_in%E2%80%99t_Speel_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#de_Tung_ni_dorf%C3%B6r_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dicke_%C3%82rfen_eten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dor_nix_man%C4%A1_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dor_nix_t%C5%8D_s%C8%ABken_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dor_t%C5%8D_s%C8%ABken_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#dorvun_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#f%C3%B6r_wat_ni_t%C5%8D_h%C4%97bben_ween
_	_	_	habe	hėbben	http://example.org/lexicon#f%C3%B6r_wat_t%C5%8D_h%C4%97bben_ween
_	_	_	habe	hėbben	http://example.org/lexicon#g%C4%93%C4%93rn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#gr%C5%8Dte_Snuut_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#h%C4%97bben_m%C3%B6gen
_	_	_	habe	hėbben	http://example.org/lexicon#h%C4%97bben_m%C3%B6ten
_	_	_	habe	hėbben	http://example.org/lexicon#h%C4%97bben_vun
_	_	_	habe	hėbben	http://example.org/lexicon#h%C4%97bben_w%C3%BCllen
_	_	_	habe	hėbben	http://example.org/lexicon#hatt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99_Kopp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99_Sinn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99e_Gangen_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99e_Kniep_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99e_Mangel_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99e_R%C8%ABhr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99t_%C5%8C%C5%8D%C4%9F_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99t_Gef%C8%ABhl_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99t_Sicht_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in%E2%80%99t_Vis%C4%93%C4%93r_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in_Brand_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in_L%C5%8Dhn_un_Br%C5%8D%C5%8Dt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#in_Schock_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#k%C4%93%C4%93n_Dack_%C3%B6ver%E2%80%99n_Kopp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#k%C4%93%C4%93n_Lust_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#k%C4%93%C4%93n_N%C5%8D%C5%8Dt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#k%C4%93%C4%93n_Schick_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#k%C4%93%C4%93n_Smack_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#k%C4%93%C4%93n_Tiet_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#knapp_t%C5%8D_eten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#l%C4%93%C4%93f_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#l%C4%93ver_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#lang_ni_hatt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#lange_B%C4%93%C4%93n_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#licht_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#loodt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#mit_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#mit_t%C5%8D_d%C5%8D%C5%8Dn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#mit_wat_t%C5%8D_d%C5%8D%C5%8Dn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#n%C5%8D%C5%8D%C4%9F_an_de_F%C8%AB%C8%ABt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#n%C8%ABdig_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#ni_dacht_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#ni_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#ni_h%C4%97bben_k%C3%B6nen
_	_	_	habe	hėbben	http://example.org/lexicon#ni_h%C4%97bben_m%C3%B6gen
_	_	_	habe	hėbben	http://example.org/lexicon#ni_op%E2%80%99e_List_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#nix%7Cni_veel_in%E2%80%99_Sinn_h%C4%97bben_mit
_	_	_	habe	hėbben	http://example.org/lexicon#nix%7Cni_veel_t%C5%8D_mellen_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#nix_mit_%C4%93%C4%93n_in%E2%80%99_Sinn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#nix_mit_an%E2%80%99_H%C5%8D%C5%8Dt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#nix_mit_in%E2%80%99_Sinn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#nix_t%C5%8D_bieten_un_t%C5%8D_b%C8%ABten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#nix_t%C5%8D_bieten_un_t%C5%8D_breken_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op%E2%80%99e_Reken_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op%E2%80%99n_H%C3%A2ls_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op%E2%80%99n_Kieker_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op%E2%80%99n_Puckel_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op%E2%80%99t_F%C3%BC%C3%BCr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op%E2%80%99t_Sp%C5%8D%C5%8Dr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op_Schick_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op_Sicht_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op_Sp%C5%8D%C5%8Dr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#op_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sien%7Cehrn_Kopp_f%C3%B6r_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sien%7Cehrn_L%C5%8D%C5%8Dp_h%C4%97bben_m%C3%B6ten
_	_	_	habe	hėbben	http://example.org/lexicon#sien_Kl%C5%8D%C5%8Dk_ni_m%C4%93hr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sien_l%C4%93ve_N%C5%8D%C5%8Dt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_bannig_l%C4%93%C4%93f_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_bi%7Cin_de_Hoor_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_bi%E2%80%99n_Kopp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_bi_de_Hand_t%C5%8D_foten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_dor_ni_v%C3%B6r_wohrt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_dorno_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_in%E2%80%99e_Hoor_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_in%E2%80%99e_Wull_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#sik_ni_wohrt_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#suur_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_F%C3%BC%C3%BCr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_H%C3%B6lp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_Lief_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_d%C5%8D%C5%8Dn_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_foten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_mellen_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#t%C5%8D_s%C4%97ggen_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#um_de_%C5%8Chren_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#v%C3%B6r%E2%80%99t_%C5%8C%C5%8D%C4%9F_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#w%C4%93nig_Tiet_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_%28mitbrocht%29_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_%C3%BCnner_sik_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_bi%E2%80%99n_Kopp_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_dorvun_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_g%C4%93gen_%E2%80%A6_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_in%E2%80%99e_Mook_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_op_Sp%C5%8D%C5%8Dr_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_t%C5%8D_bieten_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_um%E2%80%99e_Hand_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_vun%E2%80%99e_Sook_foot_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wat_vun_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#west_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wull_ni_%C3%A2ll_h%C4%97bben
_	_	_	habe	hėbben	http://example.org/lexicon#wunnen_h%C4%97bben
Schnette riete	to tell tall tales. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnette%20riete	Schnette	_
_	_	_	riete	Riet	http://example.org/lexicon#Riet
_	_	_	riete	Rieten	http://example.org/lexicon#dat_Rieten
_	_	_	riete	rieten	http://example.org/lexicon#%C4%93%C4%93n_rieten_loten
_	_	_	riete	rieten	http://example.org/lexicon#%C4%93%C4%93n_vun%E2%80%99_H%C3%BCker_rieten
_	_	_	riete	rieten	http://example.org/lexicon#%C4%97n_Witz_rieten
_	_	_	riete	rieten	http://example.org/lexicon#Nu_w%C3%A2rrt%E2%80%99_rieten
_	_	_	riete	rieten	http://example.org/lexicon#in%E2%80%99_B%C3%BCdel_rieten
_	_	_	riete	rieten	http://example.org/lexicon#rieten
_	_	_	riete	rieten	http://example.org/lexicon#sik_um_wat_rieten
_	_	_	riete	rieten	http://example.org/lexicon#ut%E2%80%99e_Schiet_rieten
_	_	_	riete	rieten	http://example.org/lexicon#wat_mit_rieten
Schnettwoa	f. dry goods. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnettwoa	Schnettwoa	_
Schnettwoa Hendla	m. a mercer. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnettwoa%20Hendla	Schnettwoa	_
_	_	_	Hendla	_
Schnied	f. (pl: e) the cutting edge, blade. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnied	Schnied	Snied	http://example.org/lexicon#Snied
Schnieda	m. (pl: sch) a tailor; cutter. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnieda	Schnieda	Snieder	http://example.org/lexicon#Snieder
schniede	to cut, slice, castrate. 	https://ereimer.net/plautdietsch/pddefns.htm#schniede	schniede	Snied	http://example.org/lexicon#Snied
_	_	_	schniede	snieden	http://example.org/lexicon#Hoor_snieden
_	_	_	schniede	snieden	http://example.org/lexicon#sik_snieden
_	_	_	schniede	snieden	http://example.org/lexicon#snieden
Schniedmäl	f. sawmill. 	https://ereimer.net/plautdietsch/pddefns.htm#Schniedm%C3%A4l	Schniedmäl	_
Schniedraut	n. plow coulter, see also Ssajchraut. 	https://ereimer.net/plautdietsch/pddefns.htm#Schniedraut	Schniedraut	_
schniee	to snow. 	https://ereimer.net/plautdietsch/pddefns.htm#schniee	schniee	_
Schnigj	f. (pl: e) snail. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnigj	Schnigj	_
Schnigjelfrits	m. teasing reference to a young lad. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnigjelfrits	Schnigjelfrits	_
Schnigjoatijch	snail like. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnigjoatijch	Schnigjoatijch	_
schnoakje	to snore. 	https://ereimer.net/plautdietsch/pddefns.htm#schnoakje	schnoakje	Snook	http://example.org/lexicon#Snook
_	_	_	schnoakje	Snârk	http://example.org/lexicon#Sn%C3%A2rk_k%7Cp
Schnodda	m. thick phlegm of the nose, snot. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnodda	Schnodda	_
Schnoddanäs	young, know it all, greenhorn; child with runny nose. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnoddan%C3%A4s	Schnoddanäs	_
schnoddre	to have a running, dripping nose. 	https://ereimer.net/plautdietsch/pddefns.htm#schnoddre	schnoddre	_
schnoopijch	strange, peculiar, odd. 	https://ereimer.net/plautdietsch/pddefns.htm#schnoopijch	schnoopijch	_
Schnopp	f. stuffed nose, a cold. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnopp	Schnopp	_
schnorrijch	droll, strange. 	https://ereimer.net/plautdietsch/pddefns.htm#schnorrijch	schnorrijch	_
Schnowel	m. (pl: s) bill, beak. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnowel	Schnowel	Snovel	http://example.org/lexicon#%C3%B6ver%E2%80%99n_Snovel_nehmen
_	_	_	Schnowel	Snovel	http://example.org/lexicon#Snovel
Schnua	n. a piece of string, twine. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnua	Schnua	Snōōr	http://example.org/lexicon#Sn%C5%8D%C5%8Dr
Schnuajlikj	straight as a string. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnuajlikj	Schnuajlikj	_
schnucke	to hiccup. 	https://ereimer.net/plautdietsch/pddefns.htm#schnucke	schnucke	_
Schnüfheana	species of horn shaped potatoes common in Russia. 	https://ereimer.net/plautdietsch/pddefns.htm#Schn%C3%BCfheana	Schnüfheana	_
Schnüfkje	n. snuff. 	https://ereimer.net/plautdietsch/pddefns.htm#Schn%C3%BCfkje	Schnüfkje	_
Schnüfkjedoos	f. a snuff box. 	https://ereimer.net/plautdietsch/pddefns.htm#Schn%C3%BCfkjedoos	Schnüfkjedoos	_
Schnurboat	m. a moustache. 	https://ereimer.net/plautdietsch/pddefns.htm#Schnurboat	Schnurboat	Snurrboort	http://example.org/lexicon#Snurrboort
schnurkjse	snort, to sniff with a full nose. 	https://ereimer.net/plautdietsch/pddefns.htm#schnurkjse	schnurkjse	_
Schnüts	f. (pl: e) snout. 	https://ereimer.net/plautdietsch/pddefns.htm#Schn%C3%BCts	Schnüts	_
Schnütsboat	m. moustache. 	https://ereimer.net/plautdietsch/pddefns.htm#Schn%C3%BCtsboat	Schnütsboat	_
schnüwe	to blow one's nose. 	https://ereimer.net/plautdietsch/pddefns.htm#schn%C3%BCwe	schnüwe	snuḃen	http://example.org/lexicon#snu%E1%B8%83en
Schoa	n. (pl: re) plow share. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoa	Schoa	Schoor	http://example.org/lexicon#Schoor
schoap	sharp, (sharp point, sharp taste). 	https://ereimer.net/plautdietsch/pddefns.htm#schoap	schoap	Schoop	http://example.org/lexicon#dat_Schoop
_	_	_	schoap	Schârp	http://example.org/lexicon#Sch%C3%A2rp
_	_	_	schoap	schârp	http://example.org/lexicon#sch%C3%A2rp_moken
schoap dodle	harsh criticism, revile, vituperate. 	https://ereimer.net/plautdietsch/pddefns.htm#schoap%20dodle	schoap	Schoop	http://example.org/lexicon#dat_Schoop
_	_	_	schoap	Schârp	http://example.org/lexicon#Sch%C3%A2rp
_	_	_	schoap	schârp	http://example.org/lexicon#sch%C3%A2rp_moken
_	_	_	dodle	_
schoapa Spott	sarcasm, quip. 	https://ereimer.net/plautdietsch/pddefns.htm#schoapa%20Spott	schoapa	_
_	_	_	Spott	_
Schoape Weedoag	sharp ache, pang, twinge, smarting. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoape%20Weedoag	Schoape	Schoop	http://example.org/lexicon#dat_Schoop
_	_	_	Schoape	Schârp	http://example.org/lexicon#Sch%C3%A2rp
_	_	_	Schoape	schopen	http://example.org/lexicon#wat_schopen
_	_	_	Schoape	schârp	http://example.org/lexicon#sch%C3%A2rp_moken
_	_	_	Schoape	schârpen	http://example.org/lexicon#sch%C3%A2rpen
_	_	_	Weedoag	Wēhdooğ	http://example.org/lexicon#W%C4%93hdoo%C4%9F
schoapet Jefeel	n. poignancy, intensity. 	https://ereimer.net/plautdietsch/pddefns.htm#schoapet%20Jefeel	schoapet	_
_	_	_	Jefeel	Gefȫhl	http://example.org/lexicon#dat_Gef%C8%ABhl
_	_	_	Jefeel	Gefȫhl	http://example.org/lexicon#in%E2%80%99t_Gef%C8%ABhl_h%C4%97bben
_	_	_	Jefeel	Gevel	http://example.org/lexicon#Gevel
schoapet Sseijch	serge. 	https://ereimer.net/plautdietsch/pddefns.htm#schoapet%20Sseijch	schoapet	_
_	_	_	Sseijch	Sich	http://example.org/lexicon#Sich
schoapsejchtijch	sharp sighted, quick sighted. 	https://ereimer.net/plautdietsch/pddefns.htm#schoapsejchtijch	schoapsejchtijch	_
Schoapsenn	m. sagacity. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoapsenn	Schoapsenn	_
schoapsennijch	sagacious, ingenious, judicious, keen, smart, shrewd. 	https://ereimer.net/plautdietsch/pddefns.htm#schoapsennijch	schoapsennijch	_
Schoarlock Feeba	n. scarlet fever. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoarlock%20Feeba	Schoarlock	_
